,movieId,title,userId,rating
5384,185,Clueless (1995),589,3
5385,185,Clueless (1995),592,3
5386,185,Clueless (1995),599,2.5
5387,185,Clueless (1995),600,2.5
5388,185,Clueless (1995),602,3
5389,185,Clueless (1995),604,4
5390,185,Clueless (1995),608,3
5391,185,Clueless (1995),609,3
5392,186,Clueless (1995),6,3
5393,186,Clueless (1995),8,4
5394,186,Clueless (1995),19,2
5395,186,Clueless (1995),40,3
5396,186,Clueless (1995),42,4
5397,186,Clueless (1995),45,3.5
5398,186,Clueless (1995),51,3.5
5399,186,Clueless (1995),55,0.5
5400,186,Clueless (1995),58,3
5401,186,Clueless (1995),64,2.5
5402,186,Clueless (1995),91,2
5403,186,Clueless (1995),102,3
5404,186,Clueless (1995),117,3
5405,186,Clueless (1995),121,3
5406,186,Clueless (1995),134,3
5407,186,Clueless (1995),147,1.5
5408,186,Clueless (1995),159,3
5409,186,Clueless (1995),174,3
5410,186,Clueless (1995),181,3
5411,186,Clueless (1995),226,2.5
5412,186,Clueless (1995),235,3
5413,186,Clueless (1995),240,3
5414,186,Clueless (1995),284,4
5415,186,Clueless (1995),307,0.5
5416,186,Clueless (1995),321,4
5417,186,Clueless (1995),336,4
5418,186,Clueless (1995),353,5
5419,186,Clueless (1995),373,1
5420,186,Clueless (1995),382,3
5421,186,Clueless (1995),429,4
5422,186,Clueless (1995),438,3
81090,39183,Coach Carter (2005),462,4.5
81091,39183,Coach Carter (2005),474,4
81092,39183,Coach Carter (2005),480,4
81093,39183,Coach Carter (2005),489,4.5
81094,39183,Coach Carter (2005),560,3
81095,39183,Coach Carter (2005),596,4
81096,39183,Coach Carter (2005),606,4.5
66515,5338,Coal Miner's Daughter (1980),140,2
66516,5339,Coal Miner's Daughter (1980),51,3.5
66517,5339,Coal Miner's Daughter (1980),275,5
13378,485,Cobb (1994),294,1
13379,485,Cobb (1994),314,3
13380,485,Cobb (1994),356,2.5
13381,485,Cobb (1994),368,2
13382,485,Cobb (1994),380,5
13383,485,Cobb (1994),385,3
74843,7373,Cobra (1986),520,4
74844,7373,Cobra (1986),534,4.5
74845,7373,Cobra (1986),561,3
86014,55442,Cocaine Cowboys (2006),477,4.5
86015,55442,Cocaine Cowboys (2006),560,4
65350,5010,Cocktail (1988),463,4
65351,5010,Cocktail (1988),466,3.5
65352,5010,Cocktail (1988),480,4
65353,5010,Cocktail (1988),522,3.5
65354,5010,Cocktail (1988),551,4
65355,5010,Cocktail (1988),561,3.5
65356,5010,Cocktail (1988),573,5
65357,5010,Cocktail (1988),590,3.5
65358,5010,Cocktail (1988),599,2.5
65359,5010,Cocktail (1988),610,4.5
65360,5011,Cocktail (1988),108,4
100715,181719,Coco (2017),596,3.5
100716,182293,Coco (2017),89,4
100717,182297,Coco (2017),89,4
100718,182299,Coco (2017),89,4
100719,182639,Coco (2017),380,4
100720,182715,Coco (2017),62,4
100721,182715,Coco (2017),249,4
100722,182715,Coco (2017),318,3.5
100723,182727,Coco (2017),514,2
100724,182731,Coco (2017),89,4.5
100725,182749,Coco (2017),111,2.5
100726,182793,Coco (2017),596,3.5
100727,182823,Coco (2017),212,4
46596,2692,Cocoon (1985),596,4
46597,2692,Cocoon (1985),597,4
46598,2692,Cocoon (1985),599,4.5
46599,2692,Cocoon (1985),600,3.5
46600,2692,Cocoon (1985),603,3
46601,2692,Cocoon (1985),606,4.5
46602,2693,Cocoon (1985),448,4
46603,2693,Cocoon (1985),462,4.5
46604,2693,Cocoon (1985),469,1
46605,2693,Cocoon (1985),474,4
46606,2694,Cocoon (1985),12,4
46607,2694,Cocoon (1985),19,2
46608,2694,Cocoon (1985),42,4
46609,2694,Cocoon (1985),45,5
46610,2694,Cocoon (1985),64,3
46611,2694,Cocoon (1985),68,3.5
46612,2694,Cocoon (1985),101,3
46613,2694,Cocoon (1985),111,3
46614,2694,Cocoon (1985),115,2
46615,2694,Cocoon (1985),141,3
46616,2694,Cocoon (1985),177,2.5
46617,2694,Cocoon (1985),182,2.5
46618,2694,Cocoon (1985),201,4
46619,2694,Cocoon (1985),223,0.5
46620,2694,Cocoon (1985),226,3.5
46621,2694,Cocoon (1985),232,3
46622,2694,Cocoon (1985),236,2
46623,2694,Cocoon (1985),249,3.5
46624,2694,Cocoon (1985),274,3.5
46625,2694,Cocoon (1985),280,4
46626,2694,Cocoon (1985),281,3
46627,2694,Cocoon (1985),292,2
46628,2694,Cocoon (1985),298,2.5
46629,2694,Cocoon (1985),307,3
46630,2694,Cocoon (1985),341,4
46631,2694,Cocoon (1985),361,3.5
46632,2694,Cocoon (1985),380,2
46633,2694,Cocoon (1985),381,4
46634,2694,Cocoon (1985),392,4
46635,2694,Cocoon (1985),406,3.5
46636,2694,Cocoon (1985),409,1
46637,2694,Cocoon (1985),413,5
46638,2694,Cocoon (1985),414,3
46639,2694,Cocoon: The Return (1988),419,3.5
46640,2694,Cocoon: The Return (1988),435,4
46641,2694,Cocoon: The Return (1988),438,3.5
46642,2694,Cocoon: The Return (1988),448,4
46643,2694,Cocoon: The Return (1988),453,3
46644,2694,Cocoon: The Return (1988),457,3
46645,2694,Cocoon: The Return (1988),477,4
46646,2694,Cocoon: The Return (1988),479,3
46647,2694,Cocoon: The Return (1988),484,4
77621,8961,Coffee and Cigarettes (2003),328,5
77622,8961,Coffee and Cigarettes (2003),330,4.5
77623,8961,Coffee and Cigarettes (2003),331,4
77624,8961,Coffee and Cigarettes (2003),332,3.5
77625,8961,Coffee and Cigarettes (2003),334,3.5
77626,8961,Coffee and Cigarettes (2003),339,4
96906,110611,Coffee Town (2013),448,2.5
96907,110655,Coffee Town (2013),448,2.5
98299,122904,Coherence (2013),414,4
98300,122904,Coherence (2013),417,4
21484,955,Cold Comfort Farm (1995),253,4.5
21485,955,Cold Comfort Farm (1995),290,5
21486,955,Cold Comfort Farm (1995),357,3
21487,955,Cold Comfort Farm (1995),410,4
21488,955,Cold Comfort Farm (1995),469,3
21489,955,Cold Comfort Farm (1995),474,4
21490,955,Cold Comfort Farm (1995),488,4
21491,955,Cold Comfort Farm (1995),517,1
21492,955,Cold Comfort Farm (1995),555,5
21493,955,Cold Comfort Farm (1995),590,4
94649,95858,Cold Fish (Tsumetai nettaigyo) (2010),509,3.5
94650,95858,Cold Fish (Tsumetai nettaigyo) (2010),610,4
76538,8636,Cold Mountain (2003),380,5
76539,8636,Cold Mountain (2003),381,3
76540,8636,Cold Mountain (2003),393,5
76541,8636,Cold Mountain (2003),414,4.5
76542,8636,Cold Mountain (2003),428,3
76543,8636,Cold Mountain (2003),434,2.5
76544,8636,Cold Mountain (2003),438,4.5
76545,8636,Cold Mountain (2003),448,5
76546,8636,Cold Mountain (2003),459,3
76547,8636,Cold Mountain (2003),460,3.5
76548,8636,Cold Mountain (2003),471,2.5
76549,8636,Cold Mountain (2003),474,5
79156,31427,Collateral (2004),232,3
79157,31427,Collateral (2004),249,3
79158,31427,Collateral (2004),274,2.5
79159,31427,Collateral (2004),288,2.5
79160,31427,Collateral (2004),380,2
79161,31427,Collateral (2004),510,1
79162,31431,Collateral (2004),232,1.5
79163,31431,Collateral (2004),380,2.5
79164,31433,Collateral (2004),10,2.5
79165,31433,Collateral (2004),21,3.5
79166,31433,Collateral (2004),111,3.5
79167,31433,Collateral (2004),143,4
79168,31433,Collateral (2004),177,2.5
79169,31433,Collateral (2004),232,3
79170,31433,Collateral (2004),306,3
79171,31433,Collateral (2004),357,3.5
79172,31433,Collateral (2004),438,1
79173,31433,Collateral (2004),563,3.5
79174,31433,Collateral (2004),594,4.5
79175,31435,Collateral (2004),381,4.5
79176,31437,Collateral (2004),221,4.5
79177,31437,Collateral (2004),474,4
79178,31445,Collateral (2004),232,2.5
79179,31445,Collateral (2004),414,2
79180,31522,Collateral (2004),74,5
79181,31545,Collateral (2004),318,4
79182,31553,Collateral (2004),599,1
79183,31590,Collateral (2004),387,3
79184,31610,Collateral (2004),221,4
79185,31617,Collateral (2004),483,3
79186,31658,Collateral (2004),17,4.5
79187,31658,Collateral (2004),22,2.5
79188,31658,Collateral (2004),62,3.5
79189,31658,Collateral (2004),63,4
79190,31658,Collateral (2004),103,4.5
79191,31658,Collateral (2004),105,4
79192,31658,Collateral (2004),122,5
79193,31658,Collateral (2004),129,4
79194,31658,Collateral (2004),132,4
79195,31658,Collateral (2004),148,4
79196,31658,Collateral (2004),187,4
79197,31658,Collateral (2004),212,4
79198,31658,Collateral (2004),221,4.5
79199,31658,Collateral (2004),246,5
68511,5804,Collateral Damage (2002),380,3
68512,5804,Collateral Damage (2002),438,2.5
68513,5809,Collateral Damage (2002),182,3
68514,5809,Collateral Damage (2002),387,4
68515,5809,Collateral Damage (2002),414,4
68516,5809,Collateral Damage (2002),438,2.5
68517,5810,Collateral Damage (2002),50,2
68518,5810,Collateral Damage (2002),64,4
68519,5810,Collateral Damage (2002),68,4
94596,95510,Colombiana (2011),459,3
94597,95510,Colombiana (2011),472,5
94598,95510,Colombiana (2011),475,3.5
94599,95510,Colombiana (2011),534,3.5
94600,95510,Colombiana (2011),561,3
94601,95510,Colombiana (2011),567,2
14958,552,"Colonel Chabert, Le (1994)",414,3
14959,552,"Colonel Chabert, Le (1994)",425,3
47386,2723,"Color of Money, The (1986)",414,3
47387,2723,"Color of Money, The (1986)",428,3.5
47388,2723,"Color of Money, The (1986)",438,2
47389,2723,"Color of Money, The (1986)",448,4
47390,2723,"Color of Money, The (1986)",453,4
47391,2723,"Color of Money, The (1986)",474,4.5
47392,2723,"Color of Money, The (1986)",483,5
47393,2723,"Color of Money, The (1986)",520,4.5
47394,2723,"Color of Money, The (1986)",552,2.5
47395,2723,"Color of Money, The (1986)",576,4
47396,2723,"Color of Money, The (1986)",596,3.5
47397,2723,"Color of Money, The (1986)",597,2
47398,2723,"Color of Money, The (1986)",599,2
15592,588,Color of Night (1994),436,3
15593,588,Color of Night (1994),438,4
15594,588,Color of Night (1994),446,3
15595,588,Color of Night (1994),447,5
15596,588,Color of Night (1994),453,5
15597,588,Color of Night (1994),455,3
15598,588,Color of Night (1994),458,4
50725,3018,"Color Purple, The (1985)",288,3
50726,3018,"Color Purple, The (1985)",298,3.5
50727,3018,"Color Purple, The (1985)",380,4
50728,3018,"Color Purple, The (1985)",387,2.5
50729,3018,"Color Purple, The (1985)",462,4.5
50730,3018,"Color Purple, The (1985)",571,1
50731,3018,"Color Purple, The (1985)",603,4
50732,3018,"Color Purple, The (1985)",610,4
50733,3019,"Color Purple, The (1985)",39,5
50734,3019,"Color Purple, The (1985)",74,4
50735,3019,"Color Purple, The (1985)",95,5
50736,3019,"Color Purple, The (1985)",156,4
65361,5011,Colors (1988),182,3.5
65362,5012,Colors (1988),474,4
65363,5013,Colors (1988),20,4.5
53842,3387,Coma (1978),294,4
53843,3387,Coma (1978),555,4
53844,3387,Coma (1978),599,2
74902,7387,Come and See (Idi i smotri) (1985),305,4.5
74903,7387,Come and See (Idi i smotri) (1985),330,5
87690,60333,"Comebacks, The (2007)",610,5
87691,60363,"Comebacks, The (2007)",68,0.5
70969,6378,Comedian (2002),215,3
70970,6378,Comedian (2002),219,4
74429,7302,Comic Book Villains (2002),177,3.5
74430,7303,Comic Book Villains (2002),264,4.5
59739,4027,Coming Home (1978),20,4
59740,4027,Coming Home (1978),22,2.5
59741,4027,Coming Home (1978),23,3
59742,4027,Coming Home (1978),24,4
59743,4027,Coming Home (1978),28,3.5
65364,5013,Coming to America (1988),22,0.5
65365,5013,Coming to America (1988),23,3
65366,5013,Coming to America (1988),74,3.5
65367,5013,Coming to America (1988),100,3
65368,5013,Coming to America (1988),104,3.5
65369,5013,Coming to America (1988),139,3
65370,5013,Coming to America (1988),156,4.5
65371,5013,Coming to America (1988),182,3.5
65372,5013,Coming to America (1988),190,4
65373,5013,Coming to America (1988),198,4
65374,5013,Coming to America (1988),246,5
65375,5013,Coming to America (1988),263,4.5
65376,5013,Coming to America (1988),275,5
65377,5013,Coming to America (1988),330,4.5
65378,5013,Coming to America (1988),387,4
65379,5013,Coming to America (1988),391,5
65380,5013,Coming to America (1988),414,4
65381,5013,Coming to America (1988),462,2.5
65382,5013,Coming to America (1988),474,3.5
65383,5013,Coming to America (1988),489,1.5
65384,5013,Coming to America (1988),504,4
65385,5013,Coming to America (1988),517,5
65386,5013,Coming to America (1988),525,4.5
65387,5013,Coming to America (1988),552,4
74412,7293,Commando (1985),596,1.5
74413,7293,Commando (1985),600,3
74414,7293,Commando (1985),605,2
74415,7293,Commando (1985),610,3.5
74416,7294,Commando (1985),45,4
74417,7294,Commando (1985),140,3
54272,3436,"Commitments, The (1991)",587,4
54273,3438,"Commitments, The (1991)",20,4
54274,3438,"Commitments, The (1991)",42,1
54275,3438,"Commitments, The (1991)",68,3.5
54276,3438,"Commitments, The (1991)",160,2
54277,3438,"Commitments, The (1991)",166,3.5
54278,3438,"Commitments, The (1991)",182,3
54279,3438,"Commitments, The (1991)",219,4.5
54280,3438,"Commitments, The (1991)",226,4
54281,3438,"Commitments, The (1991)",234,3
54282,3438,"Commitments, The (1991)",274,3
54283,3438,"Commitments, The (1991)",313,1
54284,3438,"Commitments, The (1991)",318,3.5
54285,3438,"Commitments, The (1991)",368,2
54286,3438,"Commitments, The (1991)",380,4
60158,4085,Communion (1989),282,4
60159,4085,Communion (1989),292,3.5
66518,5339,"Competition, The (1980)",391,4
66519,5339,"Competition, The (1980)",448,4
42061,2324,"Computer Wore Tennis Shoes, The (1969)",354,4.5
42062,2324,"Computer Wore Tennis Shoes, The (1969)",357,4
42063,2324,"Computer Wore Tennis Shoes, The (1969)",359,5
42064,2324,"Computer Wore Tennis Shoes, The (1969)",365,2
42065,2324,"Computer Wore Tennis Shoes, The (1969)",383,5
42066,2324,"Computer Wore Tennis Shoes, The (1969)",387,4
42067,2324,"Computer Wore Tennis Shoes, The (1969)",391,3
35943,1835,Con Air (1997),86,4
35944,1835,Con Air (1997),163,2
35945,1835,Con Air (1997),177,3
35946,1835,Con Air (1997),182,3
35947,1835,Con Air (1997),211,3.5
35948,1835,Con Air (1997),332,2.5
35949,1835,Con Air (1997),352,3
35950,1835,Con Air (1997),432,5
35951,1835,Con Air (1997),464,4
35952,1835,Con Air (1997),477,4.5
35953,1835,Con Air (1997),594,5
35954,1835,Con Air (1997),596,3
35955,1835,Con Air (1997),599,2.5
35956,1835,Con Air (1997),600,2
35957,1835,Con Air (1997),606,3.5
35958,1836,Con Air (1997),156,5
35959,1836,Con Air (1997),414,4.5
35960,1836,Con Air (1997),603,4
35961,1837,Con Air (1997),163,2
35962,1837,Con Air (1997),294,1
35963,1837,Con Air (1997),448,3
35964,1837,Con Air (1997),606,3
35965,1839,Con Air (1997),448,3
35966,1840,Con Air (1997),11,4
35967,1840,Con Air (1997),217,2
35968,1840,Con Air (1997),268,3
35969,1840,Con Air (1997),414,4
35970,1840,Con Air (1997),438,3
35971,1840,Con Air (1997),599,2.5
35972,1840,Con Air (1997),610,4
35973,1841,Con Air (1997),33,3
35974,1844,Con Air (1997),125,4.5
35975,1844,Con Air (1997),132,3
35976,1844,Con Air (1997),603,4
35977,1844,Con Air (1997),606,4
35978,1845,Con Air (1997),19,3
35979,1845,Con Air (1997),51,5
35980,1845,Con Air (1997),66,4
35981,1845,Con Air (1997),91,4
35982,1845,Con Air (1997),135,5
35983,1845,Con Air (1997),140,4
35984,1845,Con Air (1997),160,3.5
35985,1845,Con Air (1997),294,3
35986,1845,Con Air (1997),318,4.5
35987,1845,Con Air (1997),325,4
35988,1845,Con Air (1997),391,4
35989,1845,Con Air (1997),414,4
35990,1845,Con Air (1997),597,4
35991,1845,Con Air (1997),599,2.5
35992,1845,Con Air (1997),603,5
35993,1848,Con Air (1997),19,2
35994,1848,Con Air (1997),20,3
35995,1848,Con Air (1997),217,3
35996,1848,Con Air (1997),274,3.5
35997,1848,Con Air (1997),288,3
35998,1848,Con Air (1997),292,3
35999,1848,Con Air (1997),355,3
36000,1848,Con Air (1997),380,3
36001,1848,Con Air (1997),412,2
36501,1917,Conan the Barbarian (1982),187,1.5
36502,1917,Conan the Barbarian (1982),198,3
36503,1917,Conan the Barbarian (1982),199,2
36504,1917,Conan the Barbarian (1982),201,4
36505,1917,Conan the Barbarian (1982),217,3
36506,1917,Conan the Barbarian (1982),219,3
36507,1917,Conan the Barbarian (1982),220,4
36508,1917,Conan the Barbarian (1982),222,2.5
36509,1917,Conan the Barbarian (1982),232,4.5
36510,1917,Conan the Barbarian (1982),239,4
36511,1917,Conan the Barbarian (1982),249,4
36512,1917,Conan the Barbarian (1982),264,3.5
36513,1917,Conan the Barbarian (1982),274,3.5
36514,1917,Conan the Barbarian (1982),280,3.5
36515,1917,Conan the Barbarian (1982),286,4
36516,1917,Conan the Barbarian (1982),287,0.5
36517,1917,Conan the Barbarian (1982),289,3
36518,1917,Conan the Barbarian (1982),292,3
36519,1917,Conan the Barbarian (1982),293,3
36520,1917,Conan the Barbarian (1982),294,2
36521,1917,Conan the Barbarian (1982),307,2.5
36522,1917,Conan the Barbarian (1982),318,3.5
36523,1917,Conan the Barbarian (1982),330,3
36524,1917,Conan the Barbarian (1982),354,3.5
36525,1917,Conan the Barbarian (1982),357,3
36526,1917,Conan the Barbarian (1982),363,2
36527,1917,Conan the Barbarian (1982),368,3
36528,1917,Conan the Barbarian (1982),375,0.5
36529,1917,Conan the Barbarian (1982),380,3
36530,1917,Conan the Barbarian (1982),381,3
36531,1917,Conan the Barbarian (1982),382,3.5
94606,95519,Conan the Barbarian (2011),599,4
94607,95543,Conan the Barbarian (2011),10,3.5
68313,5679,Conan the Destroyer (1984),316,4
68314,5679,Conan the Destroyer (1984),339,3.5
68315,5679,Conan the Destroyer (1984),346,4
68316,5679,Conan the Destroyer (1984),354,4
68317,5679,Conan the Destroyer (1984),365,0.5
68318,5679,Conan the Destroyer (1984),380,3
68319,5679,Conan the Destroyer (1984),393,3.5
68320,5679,Conan the Destroyer (1984),414,4
99939,159849,Concussion (2015),525,2.5
99940,159858,Concussion (2015),306,4
99941,159858,Concussion (2015),365,0.5
42068,2324,Condorman (1981),421,5
42069,2324,Condorman (1981),445,4.5
42070,2324,Condorman (1981),449,3
15529,588,Coneheads (1993),177,4
15530,588,Coneheads (1993),181,4
15531,588,Coneheads (1993),185,4
15532,588,Coneheads (1993),186,5
15533,588,Coneheads (1993),200,4
15534,588,Coneheads (1993),202,4
15535,588,Coneheads (1993),216,4
15536,588,Coneheads (1993),219,4.5
15537,588,Coneheads (1993),220,5
15538,588,Coneheads (1993),225,4
15539,588,Coneheads (1993),226,4
15540,588,Coneheads (1993),230,2
15541,588,Coneheads (1993),232,3
15542,588,Coneheads (1993),234,5
15543,588,Coneheads (1993),235,4
15544,588,Coneheads (1993),239,4
15545,588,Coneheads (1993),240,4
15546,588,Coneheads (1993),242,3
15547,588,Coneheads (1993),243,3
15548,588,Coneheads (1993),247,5
15549,588,Coneheads (1993),249,4
15550,588,Coneheads (1993),255,2
15551,588,Coneheads (1993),273,5
15552,588,Coneheads (1993),274,4
15553,588,Coneheads (1993),279,2
15554,588,Coneheads (1993),282,4.5
15555,588,Coneheads (1993),284,5
15556,588,Coneheads (1993),288,4
15557,588,Coneheads (1993),292,4
15558,588,Coneheads (1993),294,3
15559,588,Coneheads (1993),304,4
15560,588,Coneheads (1993),307,4
15561,588,Coneheads (1993),314,3
15562,588,Coneheads (1993),319,5
15563,588,Coneheads (1993),321,3
15564,588,Coneheads (1993),323,4
15565,588,Coneheads (1993),328,3.5
15566,588,Coneheads (1993),330,3
15567,588,Coneheads (1993),347,4
15568,588,Coneheads (1993),349,4
15569,588,Coneheads (1993),353,3
15570,588,Coneheads (1993),354,3.5
15571,588,Coneheads (1993),357,4.5
15572,588,Coneheads (1993),372,4
15573,588,Coneheads (1993),374,3
15574,588,Coneheads (1993),380,5
15575,588,Coneheads (1993),381,4
15576,588,Coneheads (1993),382,5
15577,588,Coneheads (1993),385,4
15578,588,Coneheads (1993),387,2.5
15579,588,Coneheads (1993),394,2
15580,588,Coneheads (1993),395,2
15581,588,Coneheads (1993),401,3
15582,588,Coneheads (1993),402,4
15583,588,Coneheads (1993),404,4
15584,588,Coneheads (1993),414,4
15585,588,Coneheads (1993),415,4
15586,588,Coneheads (1993),420,4
15587,588,Coneheads (1993),425,3
15588,588,Coneheads (1993),426,4.5
15589,588,Coneheads (1993),428,2
15590,588,Coneheads (1993),429,5
15591,588,Coneheads (1993),434,4
72282,6787,Confessions of a Dangerous Mind (2002),513,4.5
72283,6787,Confessions of a Dangerous Mind (2002),514,4
72284,6787,Confessions of a Dangerous Mind (2002),580,3.5
72285,6787,Confessions of a Dangerous Mind (2002),590,4
72286,6787,Confessions of a Dangerous Mind (2002),599,4
72287,6787,Confessions of a Dangerous Mind (2002),605,4
72288,6787,Confessions of a Dangerous Mind (2002),606,3.5
72289,6788,Confessions of a Dangerous Mind (2002),474,2
72290,6789,Confessions of a Dangerous Mind (2002),606,4
72291,6790,Confessions of a Dangerous Mind (2002),23,3.5
72292,6790,Confessions of a Dangerous Mind (2002),414,2.5
72293,6790,Confessions of a Dangerous Mind (2002),580,4.5
72294,6791,Confessions of a Dangerous Mind (2002),74,5
72295,6791,Confessions of a Dangerous Mind (2002),156,4
72296,6791,Confessions of a Dangerous Mind (2002),474,5
99934,159817,Confessions of a Dangerous Mind (2002),184,5
90544,73017,Confessions of a Shopaholic (2009),298,3
90545,73017,Confessions of a Shopaholic (2009),305,4
90546,73017,Confessions of a Shopaholic (2009),318,3.5
90547,73017,Confessions of a Shopaholic (2009),328,3
76850,8772,Confessions of a Teenage Drama Queen (2004),517,0.5
76851,8773,Confessions of a Teenage Drama Queen (2004),474,3
76852,8774,Confessions of a Teenage Drama Queen (2004),474,3.5
76853,8778,Confessions of a Teenage Drama Queen (2004),474,3.5
73023,6942,Confidence (2003),517,5
73024,6942,Confidence (2003),522,0.5
73025,6942,Confidence (2003),525,4.5
73026,6942,Confidence (2003),560,2.5
73027,6942,Confidence (2003),564,4.5
73028,6942,Confidence (2003),570,4.5
52646,3243,"Conformist, The (Conformista, Il) (1970)",522,1.5
52647,3243,"Conformist, The (Conformista, Il) (1970)",555,2
52648,3243,"Conformist, The (Conformista, Il) (1970)",599,1.5
52649,3243,"Conformist, The (Conformista, Il) (1970)",600,3
52650,3243,"Conformist, The (Conformista, Il) (1970)",608,2
7973,296,Congo (1995),212,3.5
7974,296,Congo (1995),215,3.5
7975,296,Congo (1995),217,2
7976,296,Congo (1995),219,4
7977,296,Congo (1995),220,5
7978,296,Congo (1995),221,5
7979,296,Congo (1995),222,4
7980,296,Congo (1995),223,3
7981,296,Congo (1995),226,4.5
7982,296,Congo (1995),227,4.5
7983,296,Congo (1995),229,5
7984,296,Congo (1995),231,4
7985,296,Congo (1995),232,5
7986,296,Congo (1995),233,4
7987,296,Congo (1995),235,4
7988,296,Congo (1995),239,5
7989,296,Congo (1995),240,2
7990,296,Congo (1995),241,4.5
7991,296,Congo (1995),242,5
7992,296,Congo (1995),246,4
7993,296,Congo (1995),247,4
7994,296,Congo (1995),249,4
7995,296,Congo (1995),251,5
7996,296,Congo (1995),254,5
7997,296,Congo (1995),260,4.5
7998,296,Congo (1995),261,5
7999,296,Congo (1995),262,3
8000,296,Congo (1995),263,3
8001,296,Congo (1995),266,5
8002,296,Congo (1995),273,4
8003,296,Congo (1995),274,5
8004,296,Congo (1995),275,5
8005,296,Congo (1995),279,5
8006,296,Congo (1995),282,4
8007,296,Congo (1995),284,4
8008,296,Congo (1995),285,4
8009,296,Congo (1995),286,5
8010,296,Congo (1995),288,5
8011,296,Congo (1995),290,5
8012,296,Congo (1995),292,3
8013,296,Congo (1995),294,4
8014,296,Congo (1995),295,5
8015,296,Congo (1995),296,4.5
8016,296,Congo (1995),298,4.5
8017,296,Congo (1995),301,4.5
8018,296,Congo (1995),302,5
8019,296,Congo (1995),304,5
8020,296,Congo (1995),305,5
8021,296,Congo (1995),307,4.5
8022,296,Congo (1995),309,3.5
8023,296,Congo (1995),313,5
8024,296,Congo (1995),314,1
8025,296,Congo (1995),317,5
8026,296,Congo (1995),318,4.5
8027,296,Congo (1995),322,5
8028,296,Congo (1995),323,4
8029,296,Congo (1995),325,5
96875,110130,"Conjuring, The (2013)",586,4
96876,110281,"Conjuring, The (2013)",610,4
96877,110286,"Conjuring, The (2013)",610,3.5
96878,110297,"Conjuring, The (2013)",249,3.5
96879,110297,"Conjuring, The (2013)",448,3
96880,110297,"Conjuring, The (2013)",483,3.5
96881,110330,"Conjuring, The (2013)",125,4.5
47923,2769,Conquest of the Planet of the Apes (1972),448,2
47924,2770,Conquest of the Planet of the Apes (1972),4,2
47925,2770,Conquest of the Planet of the Apes (1972),20,2.5
47926,2770,Conquest of the Planet of the Apes (1972),42,2
47927,2770,Conquest of the Planet of the Apes (1972),57,4
47928,2770,Conquest of the Planet of the Apes (1972),64,4
47929,2770,Conquest of the Planet of the Apes (1972),82,3
47930,2770,Conquest of the Planet of the Apes (1972),101,2
47931,2770,Conquest of the Planet of the Apes (1972),115,3
47932,2770,Conquest of the Planet of the Apes (1972),157,3
47933,2770,Conquest of the Planet of the Apes (1972),172,4
47934,2770,Conquest of the Planet of the Apes (1972),182,2.5
36638,1921,Conspiracy Theory (1997),135,5
36639,1921,Conspiracy Theory (1997),156,2.5
36640,1921,Conspiracy Theory (1997),182,4.5
36641,1921,Conspiracy Theory (1997),186,4
36642,1921,Conspiracy Theory (1997),187,5
36643,1921,Conspiracy Theory (1997),195,2
